sub,block,stim,stim_num,phc1,phc2,phc3,phc4,phc5,decrease
120,2,c15.jpg,10,78.04883697,129.4881337,87.18367828,198.6474613,-41.88179137,119.93062834
120,2,c23.jpg,11,36.22460459,39.31731052,88.07997763,70.89446161,53.10501766,-16.880413070000003
120,2,c3.jpg,12,149.0091845,-30.82786611,112.4538808,188.0456438,210.4445896,-61.4354051
121,1,c15.jpg,1,-0.4268806483,-21.63486736,-129.7808261,-27.87097877,5.906062227,-6.3329428753
121,1,c24.jpg,2,-125.4880101,70.76621752,32.16527144,-76.98867316,-234.8751147,109.38710460000001
121,1,c7.jpg,3,-10.39728325,26.41178767,-115.3552099,-141.4447782,-33.51202017,23.11473692
121,1,c23.jpg,4,-125.7066469,72.90848152,-123.9875176,-71.22453129,-68.53809152,-57.16855538
121,1,c12.jpg,5,-17.58311779,28.12341803,-59.9554341,-145.4113285,-20.86375074,3.280632950000001
121,1,c20.jpg,6,30.57651455,-238.672891,-29.1908946,-3.29583931,-95.1264956,125.70301015
121,1,c4.jpg,7,51.93114389,115.67664,-81.93955194,-204.9241769,-82.74645583,134.67759972
121,1,c3.jpg,8,23.48189204,32.94211308,-16.86180977,-12.69462815,114.900587,-91.41869496
121,1,c9.jpg,9,-81.2670161,-94.90960866,176.5105054,-68.66619735,-32.09969761,-49.16731849000001
121,1,c22.jpg,10,10.86410256,-18.45386598,33.13533698,71.52700282,-12.80676051,23.67086307
121,1,c5.jpg,11,-32.63895936,-48.92710644,-30.34406654,-3.100230775,-52.21350499,19.574545629999996
121,1,c14.jpg,12,-236.3866597,-32.04221146,-17.1918103,45.35429307,-42.30409216,-194.08256753999999
122,1,c5.jpg,1,129.6302957,97.23391766,-41.77891899,88.34469936,145.7817698,-16.1514741
122,1,c15.jpg,2,47.19746188,5.572980128,79.24984418,103.1236582,-109.2594625,156.45692438
122,1,c12.jpg,3,-21.86897558,60.41924359,-33.48921976,28.15712336,88.84786593,-110.71684151
122,1,c20.jpg,4,32.361022,77.94207228,-2.995366203,6.663768249,-3.837408913,36.198430912999996
122,1,c9.jpg,5,5.161255197,16.9207928,88.50248999,-95.69043378,196.1558605,-190.994605303
122,1,c4.jpg,6,-81.18805187,94.96190604,97.83323093,140.3855082,-28.95624917,-52.231802699999996
122,1,c23.jpg,7,103.2599661,167.8612864,295.7533474,-44.5892491,111.0322842,-7.772318100000007
122,1,c7.jpg,8,191.0626187,6.077364591,41.21327189,-22.68360882,-105.0783367,296.1409554
122,1,c24.jpg,9,37.11546728,105.5831138,100.8739475,68.1756469,184.4772124,-147.36174512000002
122,1,c3.jpg,10,25.07062693,-4.011426681,6.362185905,216.3703706,-236.6338873,261.70451423
122,1,c14.jpg,11,-23.41678081,14.31459545,183.9506198,62.15340841,133.0663907,-156.48317151
122,1,c22.jpg,12,14.56272015,137.1804247,-93.70394703,196.1056304,202.4464756,-187.88375545000002
123,2,c15.jpg,1,14.71595769,119.3783553,-0.9400800655,425.5418814,191.5206048,-176.80464711
123,2,c3.jpg,2,171.9712977,51.67750783,68.89586053,-3.082251467,-26.90094986,198.87224756
123,2,c5.jpg,3,118.9990092,43.37998676,189.4083725,-133.8503895,47.65074978,71.34825942
123,2,c22.jpg,4,-1.044226973,175.2939466,59.34220919,129.718744,92.65893492,-93.70316189299999
123,2,c14.jpg,5,100.2228697,125.3657517,48.16687857,125.9693754,-63.23023633,163.45310603000001
123,2,c12.jpg,6,-46.99632999,85.70863539,147.5945162,-67.61572845,-3.455542497,-43.540787492999996
123,2,c20.jpg,7,89.69315253,-63.99123229,22.38739862,133.7206222,-31.71560903,121.40876156
123,2,c23.jpg,8,112.5659938,167.7961684,82.47434733,70.89461491,262.4851152,-149.9191214
123,2,c4.jpg,9,127.8803773,83.68462263,169.7632331,-79.39541199,127.6663614,0.2140159000000068
123,2,c9.jpg,10,7.787102749,168.5084143,12.46227046,31.32463034,-155.8303404,163.61744314900002
123,2,c7.jpg,11,127.1823402,47.0420274,82.30824849,67.85675656,34.33592725,92.84641295
123,2,c24.jpg,12,47.56003555,129.5467845,76.22224564,73.12250307,170.5322468,-122.97221124999999
124,2,c17.jpg,1,83.22345896,-138.6139979,-59.03451461,15.02383869,93.10717783,-9.883718869999996
124,2,c21.jpg,2,52.38317324,88.52026531,58.12336588,75.29538004,-71.32741693,123.71059016999999
124,2,c13.jpg,3,-79.54393748,26.90444193,-36.37919769,-47.68906472,156.5205348,-236.06447228000002
124,2,c10.jpg,4,76.97790645,40.54378243,44.71864468,20.21935477,53.24517069,23.732735760000004
124,2,c19.jpg,5,-20.26279677,-26.59802515,2.262938374,139.6956151,31.61817372,-51.88097049
124,2,c8.jpg,6,68.94694496,-25.31130801,141.9100008,-29.09893024,127.1243832,-58.17743824
124,2,c16.jpg,7,14.78076058,42.86261245,143.4051511,151.514181,27.58564433,-12.80488375
124,2,c11.jpg,8,109.3384607,-86.96453197,15.68607589,114.2453669,16.56720897,92.77125173
124,2,c1.jpg,9,90.11098156,108.3076567,-10.53498564,-46.91902695,60.75600305,29.354978510000002
124,2,c18.jpg,10,37.04603025,125.8249732,54.87351993,6.64446453,114.5963162,-77.55028595
124,2,c2.jpg,11,77.47624772,-43.98069931,-37.22261906,61.47689623,61.25947441,16.21677331
124,2,c6.jpg,12,80.61440842,93.81412236,44.85591384,-23.0727914,8.664612343,71.949796077
125,1,c14.jpg,1,-36.46802779,-20.85972849,80.98807373,122.616027,-58.40428146,21.93625367
125,1,c4.jpg,2,140.7361452,77.15321848,214.2219753,-61.60134642,159.2478774,-18.511732199999983
125,1,c15.jpg,3,281.018197,372.4429953,158.899606,-18.71607519,148.9648487,132.05334829999998
125,1,c9.jpg,4,44.77414986,74.42184263,32.20452626,-143.0508564,152.1284273,-107.35427744
125,1,c22.jpg,5,60.34905161,87.47141785,95.29224355,36.89932215,28.21632249,32.13272911999999
125,1,c20.jpg,6,-82.38780508,76.74973712,44.12896461,30.74978141,7.185269544,-89.573074624
125,1,c5.jpg,7,-52.94170865,176.9807011,-0.3214126261,167.9125538,21.58205795,-74.5237666
125,1,c7.jpg,8,75.57812252,127.2473729,134.3732713,-8.64381844,73.30077186,2.277350659999996
125,1,c3.jpg,9,-21.44053109,-76.86024765,-2.116112257,148.7253216,47.72115185,-69.16168293999999
125,1,c24.jpg,10,76.31085789,21.06682391,-85.81431942,97.86550313,195.6396272,-119.32876931000001
125,1,c23.jpg,11,146.5898729,101.0451957,147.4858365,-333.2107526,-121.8289732,268.4188461
125,1,c12.jpg,12,-5.69916988,-8.897747918,40.17465215,-41.23127292,271.7567708,-277.45594068
126,2,c8.jpg,1,120.6309518,-43.28871477,-94.95875799,-7.568692107,-251.5007099,372.1316617
126,2,c16.jpg,2,106.5245982,-51.02114435,-79.33862355,70.31576716,-20.4214587,126.9460569
126,2,c18.jpg,3,116.2825375,-17.20960189,25.65223649,50.7073544,-311.2736629,427.55620039999997
126,2,c2.jpg,4,-37.86274664,27.97550078,60.76108363,113.3901922,109.1356308,-146.99837744
126,2,c11.jpg,5,-71.90218072,-59.9773811,-25.00826507,108.3803514,154.679844,-226.58202472
126,2,c21.jpg,6,-0.6065793543,74.55022696,58.31886839,-115.3140841,22.99938937,-23.6059687243
126,2,c1.jpg,7,45.75752753,10.05243592,-94.69253975,-57.45296743,-22.10632826,67.86385579
126,2,c10.jpg,8,80.5130521,-59.15663928,68.74030209,-79.23446274,-7.211936957,87.724989057
126,2,c13.jpg,9,93.01415205,56.27284162,8.430181312,174.6618064,-200.4842457,293.49839775
126,2,c6.jpg,10,3.368156446,65.07500654,13.96327536,35.07861529,-141.0913082,144.459464646
126,2,c17.jpg,11,2.791836808,-84.08278731,79.68689035,-61.20654884,3.638439605,-0.8466027970000001
126,2,c19.jpg,12,57.02262738,72.58898185,-114.2602354,-62.533884,90.92538506,-33.90275767999999
127,1,c21.jpg,1,59.58347145,-13.07795158,-78.02950968,-23.58576124,7.326645748,52.256825702
127,1,c11.jpg,2,-26.3461186,33.27845586,-75.78175509,9.814087767,50.6928673,-77.0389859
127,1,c13.jpg,3,20.33929384,-8.865558097,14.85828067,49.5826839,-2.706493378,23.045787218
127,1,c2.jpg,4,-16.604526,-59.82410513,37.19750184,-40.68704522,-6.565016406,-10.039509594
127,1,c10.jpg,5,20.46237235,-82.62528117,35.07444926,26.32686308,30.79190504,-10.32953269
127,1,c16.jpg,6,16.45110406,13.92438116,-41.90026892,21.13556862,-56.24033702,72.69144108
127,1,c6.jpg,7,-77.8448252,-31.73813014,-35.54000036,-30.90619563,-35.90884529,-41.93597991
127,1,c1.jpg,8,49.11551401,-87.51656543,-36.85958376,3.899321606,-23.70048259,72.8159966
127,1,c17.jpg,9,-0.04196172489,-155.4062117,-35.2792462,-47.58723347,34.4350988,-34.47706052489
127,1,c18.jpg,10,-41.69630006,6.187761162,-118.2839909,32.37987011,-15.80039592,-25.89590414
127,1,c8.jpg,11,-5.254109022,-17.61098993,-50.44177967,36.65819278,6.87543427,-12.129543292000001
127,1,c19.jpg,12,32.60198583,83.15845043,-66.82463601,-5.76448679,-41.10622713,73.70821296
128,2,c14.jpg,1,104.9696143,28.67769073,123.403753,64.70392414,-84.46094149,189.43055579
128,2,c3.jpg,2,60.41782916,44.6998799,-70.81372422,91.44158311,300.1388767,-239.72104754000003
128,2,c15.jpg,3,-60.77486451,-23.88287943,97.25190784,49.67597804,105.3401256,-166.11499011
128,2,c12.jpg,4,-3.440543777,0.01058494417,58.4045011,-18.21402554,-67.67259068,64.232046903
128,2,c24.jpg,5,31.51885189,16.88157209,75.14709691,-10.956638,-17.14967755,48.66852944
128,2,c4.jpg,6,1.523828535,100.2313802,87.32997399,108.5880038,203.1419907,-201.618162165
128,2,c20.jpg,7,6.865311033,-10.93987688,31.28352697,57.4346964,127.6529605,-120.78764946700001
128,2,c7.jpg,8,19.02827539,2.868377798,14.73828023,11.80742303,111.0453985,-92.01712311
128,2,c5.jpg,9,40.18799254,126.8511658,33.94230321,-42.71401104,224.4226177,-184.23462515999998
128,2,c23.jpg,10,111.8592558,111.6109946,56.2391052,205.5284468,92.29040159,19.568854209999998
128,2,c22.jpg,11,-1.192967158,81.79457983,168.8300316,143.5532645,28.74297468,-29.935941837999998
128,2,c9.jpg,12,145.9690533,27.15375034,22.99968924,34.86505877,15.95567298,130.01338032
131,2,c5.jpg,1,-35.43456905,-39.42304562,-2.044882654,100.7733877,58.65231243,-94.08688148
131,2,c7.jpg,2,94.77339733,48.46027536,33.07339506,-7.408596221,108.6671172,-13.893719870000012
131,2,c4.jpg,3,-5.080660902,29.97565219,-285.3863438,-95.57619153,88.31832228,-93.39898318200001
131,2,c15.jpg,4,-30.79183461,45.47796078,2.951132354,-95.83581051,-45.67732357,14.88548896
131,2,c9.jpg,5,-64.14076047,169.8505949,-23.20550358,-39.15677308,-89.73538052,25.594620050000003
131,2,c22.jpg,6,10.52430063,28.88624121,-22.31950642,-37.7496996,-59.82845051,70.35275114000001
131,2,c24.jpg,7,-15.90071933,-101.5457532,20.74325629,64.38034528,6.853624281,-22.754343611
131,2,c12.jpg,8,16.2017244,22.41669198,-28.86341509,-154.3592899,34.50104031,-18.29931591
131,2,c20.jpg,9,34.67055791,-72.86619373,-36.56069321,-147.4513759,187.7549869,-153.08442899
131,2,c14.jpg,10,-177.926058,56.76782168,-51.49099887,-49.14303191,36.3603568,-214.28641480000002
131,2,c3.jpg,11,-266.7055722,-105.8841154,-53.17283936,53.8282205,11.62553978,-278.33111198
131,2,c23.jpg,12,-23.79511846,-47.19614486,-50.0774905,-16.16183236,-14.4359583,-9.359160160000002
132,1,c8.jpg,1,21.99516985,52.79674694,-111.9177043,89.45667271,58.33003048,-36.334860629999994
132,1,c17.jpg,2,28.53563496,111.4812323,62.54596643,85.93155878,40.63574003,-12.100105070000001
132,1,c13.jpg,3,107.5090889,42.9604523,195.0698972,132.5300809,34.37648395,73.13260495
132,1,c21.jpg,4,93.04386552,167.9941747,62.63886888,59.65303637,23.28200998,69.76185554
