sub,block,stim,stim_num,phc1,phc5,decrease
118,1,c12.jpg,8,11.42755222,-78.60593853,90.03349075
118,1,c22.jpg,9,-78.29295895,-110.5385334,32.24557445
118,1,c23.jpg,10,-114.9306865,-69.65358345,-45.27710305
118,1,c20.jpg,11,-131.2790565,5.347065166,-136.6261217
118,1,c9.jpg,12,145.8172941,-99.8069858,245.6242799
120,2,c5.jpg,1,17.08158972,82.11877555,-65.03718583
120,2,c20.jpg,2,100.6078766,189.5511247,-88.9432481
120,2,c9.jpg,3,87.8804587,8.506725863,79.37373284
120,2,c7.jpg,4,193.4425555,33.40989643,160.0326591
120,2,c4.jpg,5,198.3279286,72.76172989,125.5661987
120,2,c14.jpg,6,153.9533252,117.0003893,36.9529359
120,2,c22.jpg,7,122.5954934,132.25502,-9.6595266
120,2,c12.jpg,8,45.6575429,185.7227253,-140.0651824
120,2,c24.jpg,9,61.11265922,59.3901243,1.72253492
120,2,c15.jpg,10,78.04883697,-41.88179137,119.9306283
120,2,c23.jpg,11,36.22460459,53.10501766,-16.88041307
120,2,c3.jpg,12,149.0091845,210.4445896,-61.4354051
121,1,c15.jpg,1,-0.426880648,5.906062227,-6.332942875
121,1,c24.jpg,2,-125.4880101,-234.8751147,109.3871046
121,1,c7.jpg,3,-10.39728325,-33.51202017,23.11473692
121,1,c23.jpg,4,-125.7066469,-68.53809152,-57.16855538
121,1,c12.jpg,5,-17.58311779,-20.86375074,3.28063295
121,1,c20.jpg,6,30.57651455,-95.1264956,125.7030102
121,1,c4.jpg,7,51.93114389,-82.74645583,134.6775997
121,1,c3.jpg,8,23.48189204,114.900587,-91.41869496
121,1,c9.jpg,9,-81.2670161,-32.09969761,-49.16731849
121,1,c22.jpg,10,10.86410256,-12.80676051,23.67086307
121,1,c5.jpg,11,-32.63895936,-52.21350499,19.57454563
121,1,c14.jpg,12,-236.3866597,-42.30409216,-194.0825675
122,1,c5.jpg,1,129.6302957,145.7817698,-16.1514741
122,1,c15.jpg,2,47.19746188,-109.2594625,156.4569244
122,1,c12.jpg,3,-21.86897558,88.84786593,-110.7168415
122,1,c20.jpg,4,32.361022,-3.837408913,36.19843091
122,1,c9.jpg,5,5.161255197,196.1558605,-190.9946053
122,1,c4.jpg,6,-81.18805187,-28.95624917,-52.2318027
122,1,c23.jpg,7,103.2599661,111.0322842,-7.7723181
122,1,c7.jpg,8,191.0626187,-105.0783367,296.1409554
122,1,c24.jpg,9,37.11546728,184.4772124,-147.3617451
122,1,c3.jpg,10,25.07062693,-236.6338873,261.7045142
122,1,c14.jpg,11,-23.41678081,133.0663907,-156.4831715
122,1,c22.jpg,12,14.56272015,202.4464756,-187.8837555
123,2,c15.jpg,1,14.71595769,191.5206048,-176.8046471
123,2,c3.jpg,2,171.9712977,-26.90094986,198.8722476
123,2,c5.jpg,3,118.9990092,47.65074978,71.34825942
123,2,c22.jpg,4,-1.044226973,92.65893492,-93.70316189
123,2,c14.jpg,5,100.2228697,-63.23023633,163.453106
123,2,c12.jpg,6,-46.99632999,-3.455542497,-43.54078749
123,2,c20.jpg,7,89.69315253,-31.71560903,121.4087616
123,2,c23.jpg,8,112.5659938,262.4851152,-149.9191214
123,2,c4.jpg,9,127.8803773,127.6663614,0.2140159
123,2,c9.jpg,10,7.787102749,-155.8303404,163.6174431
123,2,c7.jpg,11,127.1823402,34.33592725,92.84641295
123,2,c24.jpg,12,47.56003555,170.5322468,-122.9722112
124,2,c17.jpg,1,83.22345896,93.10717783,-9.88371887
124,2,c21.jpg,2,52.38317324,-71.32741693,123.7105902
124,2,c13.jpg,3,-79.54393748,156.5205348,-236.0644723
124,2,c10.jpg,4,76.97790645,53.24517069,23.73273576
124,2,c19.jpg,5,-20.26279677,31.61817372,-51.88097049
124,2,c8.jpg,6,68.94694496,127.1243832,-58.17743824
124,2,c16.jpg,7,14.78076058,27.58564433,-12.80488375
124,2,c11.jpg,8,109.3384607,16.56720897,92.77125173
124,2,c1.jpg,9,90.11098156,60.75600305,29.35497851
124,2,c18.jpg,10,37.04603025,114.5963162,-77.55028595
124,2,c2.jpg,11,77.47624772,61.25947441,16.21677331
124,2,c6.jpg,12,80.61440842,8.664612343,71.94979608
125,1,c14.jpg,1,-36.46802779,-58.40428146,21.93625367
125,1,c4.jpg,2,140.7361452,159.2478774,-18.5117322
125,1,c15.jpg,3,281.018197,148.9648487,132.0533483
125,1,c9.jpg,4,44.77414986,152.1284273,-107.3542774
125,1,c22.jpg,5,60.34905161,28.21632249,32.13272912
125,1,c20.jpg,6,-82.38780508,7.185269544,-89.57307462
125,1,c5.jpg,7,-52.94170865,21.58205795,-74.5237666
125,1,c7.jpg,8,75.57812252,73.30077186,2.27735066
125,1,c3.jpg,9,-21.44053109,47.72115185,-69.16168294
125,1,c24.jpg,10,76.31085789,195.6396272,-119.3287693
125,1,c23.jpg,11,146.5898729,-121.8289732,268.4188461
125,1,c12.jpg,12,-5.69916988,271.7567708,-277.4559407
126,2,c8.jpg,1,120.6309518,-251.5007099,372.1316617
126,2,c16.jpg,2,106.5245982,-20.4214587,126.9460569
126,2,c18.jpg,3,116.2825375,-311.2736629,427.5562004
126,2,c2.jpg,4,-37.86274664,109.1356308,-146.9983774
126,2,c11.jpg,5,-71.90218072,154.679844,-226.5820247
126,2,c21.jpg,6,-0.606579354,22.99938937,-23.60596872
126,2,c1.jpg,7,45.75752753,-22.10632826,67.86385579
126,2,c10.jpg,8,80.5130521,-7.211936957,87.72498906
126,2,c13.jpg,9,93.01415205,-200.4842457,293.4983978
126,2,c6.jpg,10,3.368156446,-141.0913082,144.4594646
126,2,c17.jpg,11,2.791836808,3.638439605,-0.846602797
126,2,c19.jpg,12,57.02262738,90.92538506,-33.90275768
127,1,c21.jpg,1,59.58347145,7.326645748,52.2568257
127,1,c11.jpg,2,-26.3461186,50.6928673,-77.0389859
127,1,c13.jpg,3,20.33929384,-2.706493378,23.04578722
127,1,c2.jpg,4,-16.604526,-6.565016406,-10.03950959
127,1,c10.jpg,5,20.46237235,30.79190504,-10.32953269
127,1,c16.jpg,6,16.45110406,-56.24033702,72.69144108
127,1,c6.jpg,7,-77.8448252,-35.90884529,-41.93597991
127,1,c1.jpg,8,49.11551401,-23.70048259,72.8159966
127,1,c17.jpg,9,-0.041961725,34.4350988,-34.47706052
127,1,c18.jpg,10,-41.69630006,-15.80039592,-25.89590414
127,1,c8.jpg,11,-5.254109022,6.87543427,-12.12954329
127,1,c19.jpg,12,32.60198583,-41.10622713,73.70821296
128,2,c14.jpg,1,104.9696143,-84.46094149,189.4305558
128,2,c3.jpg,2,60.41782916,300.1388767,-239.7210475
128,2,c15.jpg,3,-60.77486451,105.3401256,-166.1149901
128,2,c12.jpg,4,-3.440543777,-67.67259068,64.2320469
128,2,c24.jpg,5,31.51885189,-17.14967755,48.66852944
128,2,c4.jpg,6,1.523828535,203.1419907,-201.6181622
128,2,c20.jpg,7,6.865311033,127.6529605,-120.7876495
128,2,c7.jpg,8,19.02827539,111.0453985,-92.01712311
128,2,c5.jpg,9,40.18799254,224.4226177,-184.2346252
128,2,c23.jpg,10,111.8592558,92.29040159,19.56885421
128,2,c22.jpg,11,-1.192967158,28.74297468,-29.93594184
128,2,c9.jpg,12,145.9690533,15.95567298,130.0133803
131,2,c5.jpg,1,-35.43456905,58.65231243,-94.08688148
131,2,c7.jpg,2,94.77339733,108.6671172,-13.89371987
131,2,c4.jpg,3,-5.080660902,88.31832228,-93.39898318
131,2,c15.jpg,4,-30.79183461,-45.67732357,14.88548896
131,2,c9.jpg,5,-64.14076047,-89.73538052,25.59462005
131,2,c22.jpg,6,10.52430063,-59.82845051,70.35275114
131,2,c24.jpg,7,-15.90071933,6.853624281,-22.75434361
131,2,c12.jpg,8,16.2017244,34.50104031,-18.29931591
131,2,c20.jpg,9,34.67055791,187.7549869,-153.084429
131,2,c14.jpg,10,-177.926058,36.3603568,-214.2864148
131,2,c3.jpg,11,-266.7055722,11.62553978,-278.331112
131,2,c23.jpg,12,-23.79511846,-14.4359583,-9.35916016
132,1,c8.jpg,1,21.99516985,58.33003048,-36.33486063
132,1,c17.jpg,2,28.53563496,40.63574003,-12.10010507
132,1,c13.jpg,3,107.5090889,34.37648395,73.13260495
132,1,c21.jpg,4,93.04386552,23.28200998,69.76185554
132,1,c2.jpg,5,112.2831349,71.61578025,40.66735465
132,1,c6.jpg,6,57.15675048,28.91566892,28.24108156
132,1,c18.jpg,7,217.9478937,36.84846577,181.0994279
132,1,c16.jpg,8,31.76214158,159.7055829,-127.9434413
132,1,c11.jpg,9,89.83064623,77.49830642,12.33233981
132,1,c1.jpg,10,77.45980191,118.4020759,-40.94227399
132,1,c19.jpg,11,-93.22220644,70.1390166,-163.361223
132,1,c10.jpg,12,50.29820151,73.16228899,-22.86408748
134,1,c13.jpg,1,144.0567481,-19.16503306,163.2217812
134,1,c18.jpg,2,-11.32284234,-67.66892476,56.34608242
134,1,c1.jpg,3,108.4540378,-155.3650077,263.8190455
134,1,c11.jpg,4,124.6965073,121.6173233,3.079184
134,1,c21.jpg,5,29.51342214,74.88006589,-45.36664375
134,1,c2.jpg,6,-3.12099005,8.085570133,-11.20656018
134,1,c19.jpg,7,28.6313334,-85.1365259,113.7678593
134,1,c6.jpg,8,35.13599873,-127.4832673,162.619266
134,1,c10.jpg,9,38.70320687,32.01833006,6.68487681
134,1,c8.jpg,10,120.386726,-42.29607399,162.6828
134,1,c16.jpg,11,73.1381859,107.9348715,-34.7966856
134,1,c17.jpg,12,1.16283066,-137.3419609,138.5047916
135,1,c14.jpg,1,21.377466,152.2620396,-130.8845736
135,1,c9.jpg,2,-98.9206554,19.11933384,-118.0399892
135,1,c20.jpg,3,-43.3038769,-21.85204214,-21.45183476
135,1,c24.jpg,4,-110.5706727,-120.7606434,10.1899707
135,1,c7.jpg,5,-20.25233215,-55.49439324,35.24206109
135,1,c15.jpg,6,57.91207867,-2.018677611,59.93075628
135,1,c12.jpg,7,2.19097657,1.259950379,0.931026191
135,1,c23.jpg,8,0.417016701,19.34115891,-18.92414221
135,1,c5.jpg,9,-52.22788096,138.2686691,-190.4965501
135,1,c4.jpg,10,54.51817426,48.89072021,5.62745405
135,1,c22.jpg,11,-116.7893353,-0.621795755,-116.1675395
135,1,c3.jpg,12,-79.49904639,-117.7005266,38.20148021
136,2,c19.jpg,1,48.85356218,86.69793459,-37.84437241
136,2,c21.jpg,2,151.1662298,-46.80788994,197.9741197
136,2,c6.jpg,3,157.8836263,192.2021172,-34.3184909
136,2,c11.jpg,4,74.90185199,101.6149296,-26.71307761
136,2,c10.jpg,5,122.0274505,-60.85680334,182.8842538
136,2,c16.jpg,6,173.281613,113.4920641,59.7895489
136,2,c1.jpg,7,121.1369509,110.4177809,10.71917
136,2,c17.jpg,8,21.60913515,147.8237711,-126.2146359
136,2,c18.jpg,9,166.1861611,68.16389824,98.02226286
136,2,c13.jpg,10,78.23554935,-39.90434023,118.1398896
136,2,c2.jpg,11,130.8855184,49.52261782,81.36290058
136,2,c8.jpg,12,134.5604551,45.47817958,89.08227552
141,1,c4.jpg,1,-193.8551097,-70.45337701,-123.4017327
141,1,c9.jpg,2,65.58081988,-82.14471059,147.7255305
141,1,c3.jpg,3,44.12944486,-44.85708809,88.98653295
141,1,c20.jpg,4,-32.81079004,52.20321122,-85.01400126
141,1,c5.jpg,5,32.70974358,3.3360929,29.37365068
141,1,c12.jpg,6,16.86992986,-97.40348605,114.2734159
141,1,c24.jpg,7,-14.85674285,-77.37220973,62.51546688
141,1,c23.jpg,8,-62.24132434,66.15193823,-128.3932626
141,1,c22.jpg,9,39.23255411,52.20125337,-12.96869926
141,1,c15.jpg,10,47.11777045,-114.8552966,161.9730671
141,1,c7.jpg,11,-51.15583578,-9.187755371,-41.96808041
141,1,c14.jpg,12,10.88706734,6.639795743,4.247271597
142,2,c14.jpg,1,29.27704307,-62.75100848,92.02805155
142,2,c12.jpg,2,-375.4005846,-203.9182039,-171.4823807
142,2,c15.jpg,3,-49.04976805,72.43558134,-121.4853494
142,2,c24.jpg,4,144.8210801,105.3222975,39.4987826
142,2,c5.jpg,5,-69.86248728,247.1637194,-317.0262067
142,2,c20.jpg,6,-71.26893518,-51.13231385,-20.13662133
142,2,c3.jpg,7,91.03413996,-32.41273045,123.4468704
142,2,c7.jpg,8,-29.93595766,-45.52946482,15.59350716
142,2,c4.jpg,9,44.69390631,-148.8585949,193.5525012
142,2,c23.jpg,10,179.8236509,-140.5319769,320.3556278
142,2,c22.jpg,11,80.21895102,-39.38468946,119.6036405
142,2,c9.jpg,12,138.4215479,9.585246576,128.8363013
143,1,c10.jpg,1,-156.5680492,83.09045603,-239.6585052
143,1,c11.jpg,2,204.7340258,-68.11505634,272.8490821
143,1,c17.jpg,3,-137.8946025,-82.72617576,-55.16842674
143,1,c21.jpg,4,62.25650131,12.54336786,49.71313345
143,1,c1.jpg,5,161.2864071,-50.46703038,211.7534375
143,1,c2.jpg,6,-51.49026149,43.00567751,-94.495939
143,1,c16.jpg,7,104.3162869,92.91263326,11.40365364
143,1,c19.jpg,8,125.4775061,78.54699679,46.93050931
143,1,c13.jpg,9,153.9249607,96.44608081,57.47887989
143,1,c18.jpg,10,98.57098774,95.0317505,3.53923724
143,1,c6.jpg,11,41.2441439,219.2383783,-177.9942344
143,1,c8.jpg,12,197.6237426,187.3681633,10.2555793
144,2,c1.jpg,1,NA,NA,NA
144,2,c8.jpg,2,NA,NA,NA
144,2,c11.jpg,3,NA,NA,NA
144,2,c17.jpg,4,NA,NA,NA
144,2,c21.jpg,5,NA,NA,NA
144,2,c16.jpg,6,NA,NA,NA
144,2,c2.jpg,7,NA,NA,NA
144,2,c18.jpg,8,NA,NA,NA
144,2,c19.jpg,9,NA,NA,NA
144,2,c6.jpg,10,NA,NA,NA
144,2,c10.jpg,11,NA,NA,NA
144,2,c13.jpg,12,NA,NA,NA
146,1,c21.jpg,1,25.14619496,-49.30713846,74.45333342
146,1,c13.jpg,2,-120.6350441,-100.9679489,-19.6670952
146,1,c10.jpg,3,82.17474841,151.3849978,-69.21024939
146,1,c19.jpg,4,78.76753085,40.16818631,38.59934454
146,1,c2.jpg,5,48.28568234,-13.54032333,61.82600567
146,1,c6.jpg,6,-135.707117,-206.0166713,70.3095543
146,1,c17.jpg,7,-196.3682007,-112.0234768,-84.3447239
146,1,c16.jpg,8,-82.75128575,256.3295648,-339.0808506
146,1,c8.jpg,9,201.0643567,-52.3122128,253.3765695
146,1,c11.jpg,10,-8.167851912,54.17046948,-62.33832139
146,1,c1.jpg,11,-115.1489024,133.5791622,-248.7280646
146,1,c18.jpg,12,-213.8242097,-99.66293363,-114.1612761
147,1,c5.jpg,1,62.12086648,-248.6098013,310.7306678
147,1,c9.jpg,2,32.20897792,-222.2900645,254.4990424
147,1,c7.jpg,3,66.3802749,-130.2673342,196.6476091
147,1,c15.jpg,4,-100.7915258,-299.1182402,198.3267144
147,1,c4.jpg,5,-73.72003923,-43.3709916,-30.34904763
147,1,c22.jpg,6,221.5463165,3.481000699,218.0653158
147,1,c12.jpg,7,-55.80511049,-263.4041775,207.599067
147,1,c3.jpg,8,41.0517391,-209.6937515,250.7454906
147,1,c23.jpg,9,-108.575847,-325.2269201,216.6510731
147,1,c24.jpg,10,13.77412229,15.19997735,-1.42585506
147,1,c14.jpg,11,108.7046258,-171.4706844,280.1753102
147,1,c20.jpg,12,-122.3268315,25.60692311,-147.9337546
149,2,c11.jpg,1,296.5910394,20.55094757,276.0400918
149,2,c10.jpg,2,384.9375081,257.3389645,127.5985436
149,2,c16.jpg,3,353.5269737,121.1800421,232.3469316
149,2,c13.jpg,4,198.635012,155.6878508,42.9471612
149,2,c17.jpg,5,251.0983495,268.9965746,-17.8982251
149,2,c8.jpg,6,358.6348833,253.3580346,105.2768487
149,2,c1.jpg,7,226.2763808,266.9675274,-40.6911466
149,2,c2.jpg,8,226.2381954,223.2438494,2.994346
149,2,c6.jpg,9,283.5871718,230.6679792,52.9191926
149,2,c21.jpg,10,193.7977768,36.42274239,157.3750344
149,2,c18.jpg,11,252.8335716,130.8734787,121.9600929
149,2,c19.jpg,12,478.6930642,36.2045296,442.4885346
151,1,c9.jpg,1,23.79044937,97.72698941,-73.93654004
151,1,c3.jpg,2,-30.22488411,-73.34871955,43.12383544
151,1,c22.jpg,3,55.40953474,105.3164863,-49.90695156
151,1,c5.jpg,4,-81.64424411,168.7997841,-250.4440282
151,1,c23.jpg,5,-80.30974183,138.6863145,-218.9960563
151,1,c20.jpg,6,73.29234615,114.8188917,-41.52654555
151,1,c15.jpg,7,-63.00387004,-24.13922778,-38.86464226
151,1,c24.jpg,8,30.55021713,-9.890993068,40.4412102
151,1,c14.jpg,9,-68.07885702,-94.05966439,25.98080737
151,1,c7.jpg,10,123.7492132,-211.6233121,335.3725253
151,1,c12.jpg,11,147.9860584,-208.7621219,356.7481803
151,1,c4.jpg,12,147.0134165,47.953359,99.0600575
152,2,c15.jpg,1,67.89825036,93.16406466,-25.2658143
152,2,c3.jpg,2,92.80934916,130.4846154,-37.67526624
152,2,c23.jpg,3,63.81400291,136.3658066,-72.55180369
152,2,c12.jpg,4,178.5282081,28.94921648,149.5789916
152,2,c9.jpg,5,87.22415294,91.67036132,-4.44620838
152,2,c4.jpg,6,-51.58660773,-22.60085523,-28.9857525
152,2,c22.jpg,7,119.5329963,84.62136763,34.91162867
152,2,c5.jpg,8,78.03658002,65.7510628,12.28551722
152,2,c14.jpg,9,205.1418238,171.5103508,33.631473
152,2,c24.jpg,10,161.5388974,137.0328797,24.5060177
152,2,c20.jpg,11,-13.64030574,181.5515268,-195.1918325
152,2,c7.jpg,12,191.3409731,67.47707589,123.8638972
153,1,c1.jpg,1,-641.4978875,-298.1272372,-343.3706503
153,1,c16.jpg,2,-148.4376174,-106.6943529,-41.7432645
153,1,c13.jpg,3,-233.640604,-342.7735809,109.1329769
153,1,c19.jpg,4,-122.4428552,-556.4153003,433.9724451
153,1,c6.jpg,5,-155.1227774,-281.0785729,125.9557955
153,1,c2.jpg,6,-87.9258841,-195.4130077,107.4871236
153,1,c8.jpg,7,81.43141439,-312.0890512,393.5204656
153,1,c18.jpg,8,35.10995532,294.2362538,-259.1262985
153,1,c10.jpg,9,-252.8520073,-248.8912177,-3.9607896
153,1,c11.jpg,10,-149.9752786,-388.6745256,238.699247
153,1,c21.jpg,11,377.5725957,-241.587987,619.1605827
153,1,c17.jpg,12,-314.0937663,-585.3974517,271.3036854
154,2,c10.jpg,1,239.4896958,46.7655959,192.7240999
154,2,c13.jpg,2,106.8393188,1.88963102,104.9496878
154,2,c21.jpg,3,139.6849592,123.7249249,15.9600343
154,2,c8.jpg,4,199.2353187,-10.44805361,209.6833723
154,2,c16.jpg,5,111.506664,-12.73908036,124.2457444
154,2,c1.jpg,6,3.315513372,-119.1869997,122.5025131
154,2,c18.jpg,7,38.49203917,-40.01920762,78.51124679
