sub	trial	stim	freqCond	truePair	foilLowFreq	foilHighFreq	foilNovel	truePairPos	foilLowFreqPos	foilHighFreqPos	foilNovelPos	memResp	memRT	memTrialStart	memTrialEnd	memTrialITI	memTrialITIStart	memTrialITIEnd	block	
 151.000000	 21.000000	 p20.jpg	 1.000000	 f25.jpg	 f3.jpg	 f14.jpg	 f4.jpg	 3.000000	 2.000000	 4.000000	 1.000000	 3.000000	 3.844995e+00	 3.243556e+05	 3.243616e+05	 2.727273e+00	 3.243616e+05	 3.243644e+05	 2.000000
 151.000000	 22.000000	 p9.jpg	 5.000000	 f15.jpg	 f17.jpg	 f28.jpg	 f33.jpg	 4.000000	 1.000000	 2.000000	 3.000000	 4.000000	 2.705150e+00	 3.243644e+05	 3.243704e+05	 5.636364e+00	 3.243704e+05	 3.243761e+05	 2.000000
 151.000000	 23.000000	 p21.jpg	 1.000000	 f18.jpg	 f17.jpg	 f16.jpg	 f31.jpg	 2.000000	 1.000000	 4.000000	 3.000000	 2.000000	 1.920785e+00	 3.243761e+05	 3.243821e+05	 6	 3.243821e+05	 3.243881e+05	 2.000000
 151.000000	 24.000000	 p15.jpg	 1.000000	 f1.jpg	 f3.jpg	 f30.jpg	 f9.jpg	 3.000000	 1.000000	 4.000000	 2.000000	 3.000000	 2.410330e+00	 3.243882e+05	 3.243942e+05	 4.181818e+00	 3.243942e+05	 3.243984e+05	 2.000000
 151.000000	 0.000000	 beginningITI	 	 	 	 	 	 	 	 	 	 	 	 	 	 3	 3.241534e+05	 3.241564e+05	 2.000000
 0.000000	 
 151.000000	 25.000000	 endingITI	 	 	 	 	 	 	 	 	 	 	 	 	 	 3	 3.243984e+05	 3.244014e+05	 2.000000
 0.000000	 
 151.000000	 26.000000	 endScreen	 	 	 	 	 	 	 	 	 	 	 	 	 	 9	 3.244014e+05	 3.244104e+05	 2.000000
 	 
