sub	trial	freqCond	stim	truePair	stimSide	paITI	paTrialStart	paTrialEnd	paITIStart	paITIEnd	
 158.000000	 1.000000	 5.000000	 c7.jpg	 s2.jpeg	 1.000000	 2.727273e+00	 3.359656e+05	 3.359706e+05	 3.359706e+05	 3.359733e+05
 158.000000	 2.000000	 1.000000	 c8.jpg	 s30.jpeg	 1.000000	 4.545455e+00	 3.359734e+05	 3.359784e+05	 3.359784e+05	 3.359830e+05
 158.000000	 3.000000	 1.000000	 c2.jpg	 s15.jpeg	 2.000000	 2.363636e+00	 3.359830e+05	 3.359880e+05	 3.359880e+05	 3.359904e+05
 158.000000	 4.000000	 5.000000	 c24.jpg	 s13.jpeg	 1.000000	 3.818182e+00	 3.359904e+05	 3.359954e+05	 3.359954e+05	 3.359993e+05
 158.000000	 5.000000	 1.000000	 c13.jpg	 s29.jpeg	 2.000000	 3.818182e+00	 3.359993e+05	 3.360043e+05	 3.360043e+05	 3.360081e+05
 158.000000	 6.000000	 1.000000	 c17.jpg	 s27.jpeg	 2.000000	 4.909091e+00	 3.360082e+05	 3.360132e+05	 3.360132e+05	 3.360181e+05
 158.000000	 7.000000	 5.000000	 c4.jpg	 s24.jpeg	 1.000000	 4.545455e+00	 3.360181e+05	 3.360231e+05	 3.360231e+05	 3.360277e+05
 158.000000	 8.000000	 5.000000	 c23.jpg	 s20.jpeg	 2.000000	 2	 3.360277e+05	 3.360327e+05	 3.360327e+05	 3.360347e+05
 158.000000	 9.000000	 1.000000	 c11.jpg	 s23.jpeg	 1.000000	 2	 3.360348e+05	 3.360398e+05	 3.360398e+05	 3.360418e+05
 158.000000	 10.000000	 1.000000	 c10.jpg	 s17.jpeg	 2.000000	 5.636364e+00	 3.360418e+05	 3.360468e+05	 3.360468e+05	 3.360525e+05
 158.000000	 11.000000	 5.000000	 c12.jpg	 s25.jpeg	 1.000000	 3.454545e+00	 3.360525e+05	 3.360575e+05	 3.360575e+05	 3.360610e+05
 158.000000	 12.000000	 5.000000	 c20.jpg	 s11.jpeg	 2.000000	 3.090909e+00	 3.360610e+05	 3.360660e+05	 3.360660e+05	 3.360691e+05
 158.000000	 13.000000	 1.000000	 c18.jpg	 s1.jpeg	 1.000000	 3.090909e+00	 3.360692e+05	 3.360742e+05	 3.360742e+05	 3.360773e+05
 158.000000	 14.000000	 5.000000	 c5.jpg	 s10.jpeg	 2.000000	 4.909091e+00	 3.360773e+05	 3.360823e+05	 3.360823e+05	 3.360872e+05
 158.000000	 15.000000	 5.000000	 c3.jpg	 s28.jpeg	 1.000000	 6	 3.360873e+05	 3.360923e+05	 3.360923e+05	 3.360983e+05
 158.000000	 16.000000	 5.000000	 c14.jpg	 s19.jpeg	 1.000000	 5.636364e+00	 3.360983e+05	 3.361033e+05	 3.361033e+05	 3.361090e+05
 158.000000	 17.000000	 5.000000	 c15.jpg	 s16.jpeg	 2.000000	 5.272727e+00	 3.361090e+05	 3.361140e+05	 3.361140e+05	 3.361193e+05
 158.000000	 18.000000	 1.000000	 c1.jpg	 s21.jpeg	 2.000000	 2.727273e+00	 3.361193e+05	 3.361243e+05	 3.361243e+05	 3.361271e+05
 158.000000	 19.000000	 1.000000	 c6.jpg	 s18.jpeg	 1.000000	 4.181818e+00	 3.361271e+05	 3.361321e+05	 3.361321e+05	 3.361363e+05
 158.000000	 20.000000	 5.000000	 c22.jpg	 s3.jpeg	 2.000000	 2.363636e+00	 3.361364e+05	 3.361414e+05	 3.361414e+05	 3.361437e+05
 158.000000	 21.000000	 1.000000	 c19.jpg	 s26.jpeg	 2.000000	 6	 3.361438e+05	 3.361488e+05	 3.361488e+05	 3.361548e+05
 158.000000	 22.000000	 1.000000	 c21.jpg	 s22.jpeg	 1.000000	 5.272727e+00	 3.361548e+05	 3.361598e+05	 3.361598e+05	 3.361651e+05
 158.000000	 23.000000	 1.000000	 c16.jpg	 s12.jpeg	 1.000000	 3.454545e+00	 3.361652e+05	 3.361702e+05	 3.361702e+05	 3.361736e+05
 158.000000	 24.000000	 5.000000	 c9.jpg	 s14.jpeg	 2.000000	 4.181818e+00	 3.361737e+05	 3.361787e+05	 3.361787e+05	 3.361829e+05
 158.000000	 0.000000	 	 beginningITI	 	 	 3	 	 	 3.359625e+05	 3.359655e+05
 158.000000	 25.000000	 	 endingITI	 	 	 3	 	 	 3.361829e+05	 3.361859e+05
 158.000000	 26.000000	 	 endScreen	 	 	 6	 	 	 3.361859e+05	 3.361919e+05
