sub	trial	stim	freqReport	freqReportRT	freqReportTrialStart	freqReportTrialEnd	freqReportITI	freqReportITITrialStart	freqReportITITrialEnd	block	
 122.000000	 1.000000	 c8.jpg	 1.000000	 3.083723e+00	 2.809150e+05	 2.809210e+05	 5.272727e+00	 2.809210e+05	 2.809263e+05	 1.000000
 122.000000	 2.000000	 c9.jpg	 5.000000	 4.076212e+00	 2.809264e+05	 2.809324e+05	 4.909091e+00	 2.809324e+05	 2.809373e+05	 1.000000
 122.000000	 3.000000	 c23.jpg	 3.000000	 3.960186e+00	 2.809373e+05	 2.809433e+05	 5.636364e+00	 2.809433e+05	 2.809489e+05	 1.000000
 122.000000	 4.000000	 c24.jpg	 6.000000	 2.380018e+00	 2.809490e+05	 2.809550e+05	 3.454545e+00	 2.809550e+05	 2.809584e+05	 1.000000
 122.000000	 5.000000	 c10.jpg	 1.000000	 1.096050e+00	 2.809585e+05	 2.809645e+05	 2.363636e+00	 2.809645e+05	 2.809669e+05	 1.000000
 122.000000	 6.000000	 c11.jpg	 1.000000	 1.761449e+00	 2.809669e+05	 2.809729e+05	 3.090909e+00	 2.809729e+05	 2.809760e+05	 1.000000
 122.000000	 7.000000	 c22.jpg	 7.000000	 3.241150e+00	 2.809760e+05	 2.809820e+05	 3.090909e+00	 2.809820e+05	 2.809851e+05	 1.000000
 122.000000	 8.000000	 c20.jpg	 7.000000	 2.327760e+00	 2.809851e+05	 2.809911e+05	 2	 2.809911e+05	 2.809931e+05	 1.000000
 122.000000	 9.000000	 c21.jpg	 1.000000	 2.024983e+00	 2.809932e+05	 2.809992e+05	 4.545455e+00	 2.809992e+05	 2.810037e+05	 1.000000
 122.000000	 10.000000	 c3.jpg	 3.000000	 1.750556e+00	 2.810038e+05	 2.810098e+05	 4.181818e+00	 2.810098e+05	 2.810139e+05	 1.000000
 122.000000	 11.000000	 c6.jpg	 2.000000	 1.702709e+00	 2.810140e+05	 2.810200e+05	 5.636364e+00	 2.810200e+05	 2.810256e+05	 1.000000
 122.000000	 12.000000	 c2.jpg	 1.000000	 1.840203e+00	 2.810257e+05	 2.810317e+05	 6	 2.810317e+05	 2.810377e+05	 1.000000
 122.000000	 13.000000	 c4.jpg	 5.000000	 1.606688e+00	 2.810377e+05	 2.810437e+05	 6	 2.810437e+05	 2.810497e+05	 1.000000
 122.000000	 14.000000	 c16.jpg	 1.000000	 1.348872e+00	 2.810497e+05	 2.810557e+05	 3.454545e+00	 2.810557e+05	 2.810592e+05	 1.000000
 122.000000	 15.000000	 c15.jpg	 4.000000	 2.657955e+00	 2.810592e+05	 2.810652e+05	 3.818182e+00	 2.810652e+05	 2.810690e+05	 1.000000
 122.000000	 16.000000	 c13.jpg	 1.000000	 1.867319e+00	 2.810691e+05	 2.810751e+05	 2	 2.810751e+05	 2.810771e+05	 1.000000
 122.000000	 17.000000	 c19.jpg	 1.000000	 1.114109e+00	 2.810771e+05	 2.810831e+05	 4.909091e+00	 2.810831e+05	 2.810880e+05	 1.000000
 122.000000	 18.000000	 c12.jpg	 3.000000	 1.921100e+00	 2.810880e+05	 2.810940e+05	 2.363636e+00	 2.810940e+05	 2.810964e+05	 1.000000
 122.000000	 19.000000	 c1.jpg	 1.000000	 2.199204e+00	 2.810965e+05	 2.811025e+05	 2.727273e+00	 2.811025e+05	 2.811052e+05	 1.000000
 122.000000	 20.000000	 c17.jpg	 1.000000	 1.082215e+00	 2.811052e+05	 2.811112e+05	 3.818182e+00	 2.811112e+05	 2.811150e+05	 1.000000
 122.000000	 21.000000	 c5.jpg	 4.000000	 2.231494e+00	 2.811151e+05	 2.811211e+05	 5.272727e+00	 2.811211e+05	 2.811263e+05	 1.000000
 122.000000	 22.000000	 c7.jpg	 3.000000	 2.842248e+00	 2.811264e+05	 2.811324e+05	 2.727273e+00	 2.811324e+05	 2.811351e+05	 1.000000
 122.000000	 23.000000	 c14.jpg	 5.000000	 1.541225e+00	 2.811351e+05	 2.811411e+05	 4.545455e+00	 2.811411e+05	 2.811457e+05	 1.000000
 122.000000	 24.000000	 c18.jpg	 2.000000	 1.610422e+00	 2.811457e+05	 2.811517e+05	 4.181818e+00	 2.811517e+05	 2.811559e+05	 1.000000
 122.000000	 0.000000	 beginningITI	 	 	 	 	 3	 2.809120e+05	 2.809150e+05	 1.000000
 122.000000	 25.000000	 endingITI	 	 	 	 	 3	 2.811559e+05	 2.811589e+05	 1.000000
 122.000000	 26.000000	 endScreen	 	 	 	 	 9	 2.811589e+05	 2.811680e+05	 1.000000
