"sub"	"age"	"mem_diff"	"age_demean"	"mem_diff_demean"
"103"	18.32222222	0.434782608695652	2.40251234298889	0.349706746554573
"105"	20.70833333	-0.25	4.78862345298889	-0.33507586214108
"106"	18.82777778	0.103260869565217	2.90806790298889	0.0181850074241379
"107"	20.01666667	-0.0416666666666667	4.09695679298889	-0.126742528807746
"110"	23.5	0.25	7.58029012298889	0.164924137858921
"111"	24.25555556	0.125	8.33584568298889	0.0399241378589205
"112"	25.86666667	0.0833333333333334	9.94695679298889	-0.00174252880774617
"113"	20.98611111	-0.0833333333333333	5.06640123298889	-0.168409195474413
"114"	19.59166667	0.25	3.67195679298889	0.16492413785892
"115"	24.34722222	0.0416666666666667	8.42751234298889	-0.0434091954744128
"116"	21.96388889	0.0416666666666666	6.04417901298889	-0.0434091954744129
"118"	21.72777778	0.157608695652174	5.80806790298889	0.0725328335110944
"120"	22.025	0.187747035573123	6.10529012298889	0.102671173432043
"121"	18.68333333	0.0662525879917184	2.76362345298889	-0.0188232741493611
"122"	20.98055556	0.208333333333333	5.06084568298889	0.123257471192254
"123"	18.85277778	-0.166666666666667	2.93306790298889	-0.251742528807746
"124"	19.67777778	0.25	3.75806790298889	0.16492413785892
"125"	21.65	0.228260869565217	5.73029012298889	0.143185007424138
"126"	19.5	0.25	3.58029012298889	0.16492413785892
"127"	20.93333333	0.27536231884058	5.01362345298889	0.1902864566995
"128"	10.6	0.00207039337474124	-5.31970987701111	-0.0830054687663383
"131"	8.177777778	0.0869565217391304	-7.74193209901111	0.00188065959805089
"132"	14.71666667	0.5	-1.20304320701111	0.41492413785892
"134"	9.263888889	-0.291666666666667	-6.65582098801111	-0.376742528807746
"135"	10.35277778	0.0568181818181818	-5.56693209701111	-0.0282576803228977
"136"	17.30277778	0.291666666666667	1.38306790298889	0.206590804525587
"141"	16.42222222	0.5	0.502512342988886	0.41492413785892
"142"	16.08055556	0.367753623188406	0.160845682988889	0.282677761047326
"143"	13.24722222	0.0416666666666666	-2.67248765701111	-0.0434091954744129
"144"	11.63055556	0.162055335968379	-4.28915431701111	0.0769794738272999
"146"	11.85555556	0.0833333333333333	-4.06415431701111	-0.00174252880774622
"147"	11.16388889	0.0579710144927537	-4.75582098701111	-0.0271048476483259
"149"	10.04166667	0.166666666666667	-5.87804320701111	0.0815908045255871
"151"	14.55	0.0833333333333334	-1.36970987701111	-0.00174252880774617
"152"	12.30833333	0	-3.61137654701111	-0.0850758621410795
"153"	9.766666667	0	-6.15304321001111	-0.0850758621410795
"154"	8.322222222	-0.0416666666666667	-7.59748765501111	-0.126742528807746
"156"	17.68333333	-0.0795454545454546	1.76362345298889	-0.164621316686534
"157"	15.78888889	0.409420289855072	-0.130820987011111	0.324344427713993
"158"	11.51111111	-0.0416666666666666	-4.40859876701111	-0.126742528807746
"161"	9.938888889	-0.25	-5.98082098801111	-0.33507586214108
"162"	16.58611111	0.416666666666667	0.666401232988889	0.331590804525587
"163"	16.23055556	0.25	0.310845682988887	0.16492413785892
"164"	14.16666667	0.0416666666666666	-1.75304320701111	-0.0434091954744129
"165"	16.61111111	0.333333333333333	0.691401232988888	0.248257471192254
"166"	9.733333333	0.101449275362319	-6.18637654401111	0.0163734132212393
"167"	11.12222222	-0.166666666666667	-4.79748765701111	-0.251742528807746
"171"	12.46111111	0.25	-3.45859876701111	0.16492413785892
"172"	12.71666667	0.291666666666667	-3.20304320701111	0.206590804525587
"173"	16.40277778	0.186594202898551	0.483067902988889	0.101518340757471
"174"	17.45555556	0.208333333333333	1.53584568298889	0.123257471192254
"175"	14.26388889	0.490942028985507	-1.65582098701111	0.405866166844428
"176"	10.49166667	0	-5.42804320701111	-0.0850758621410795
"178"	14.06944444	0.125	-1.85026543701111	0.0399241378589205
"181"	13.68333333	0.166666666666667	-2.23637654701111	0.0815908045255871
"182"	15.87777778	0.322463768115942	-0.0419320970111112	0.237387905974862
"183"	15.40277778	0.208333333333333	-0.516932097011113	0.123257471192254
"184"	8.277777778	0.0416666666666666	-7.64193209901111	-0.0434091954744129
"185"	11.67777778	0.155797101449275	-4.24193209701111	0.0707212393081957
"186"	8.672222222	-0.136363636363636	-7.24748765501111	-0.221439498504716
"187"	8.022222222	-0.291666666666667	-7.89748765501111	-0.376742528807746
"188"	8.89	-0.125	-7.02970987701111	-0.21007586214108
"190"	8.29	0.056159420289855	-7.62970987701111	-0.0289164418512245
"191"	23.59722222	-0.0833333333333334	7.67751234298889	-0.168409195474413
"192"	24.73055556	0.22463768115942	8.81084568298889	0.139561819018341
"193"	25.19444444	0.217391304347826	9.27473456298889	0.132315442206747
"194"	25.11388889	0.125	9.19417901298889	0.0399241378589204
"195"	21.68888889	0.182971014492754	5.76917901298889	0.097895152351674
"196"	22.40555556	-0.103260869565217	6.48584568298889	-0.188336731706297
"197"	24.00555556	-0.208333333333333	8.08584568298889	-0.293409195474413
"201"	22.31388889	0.166666666666667	6.39417901298889	0.0815908045255871
"202"	23.49722222	-0.166666666666667	7.57751234298889	-0.251742528807746
"203"	13.73	0.278985507246377	-2.18970987701111	0.193909645105297
"204"	17.06944444	0.166666666666667	1.14973456298889	0.0815908045255871
"205"	15.35	0.125	-0.569709877011112	0.0399241378589204
"207"	17.33611111	0	1.41640123298889	-0.0850758621410795
"212"	16.6	0.208333333333333	0.68029012298889	0.123257471192254
"214"	16.00555556	-0.272727272727273	0.0858456829888894	-0.357803134868352
"215"	12.15833333	-0.166666666666667	-3.76137654701111	-0.251742528807746
"216"	12.525	-0.0833333333333333	-3.39470987701111	-0.168409195474413
"219"	13.925	-0.053030303030303	-1.99470987701111	-0.138106165171383
"220"	9.461111111	0.0996376811594203	-6.45859876601111	0.0145618190183407
"221"	10.01111111	0.130434782608696	-5.90859876701111	0.0453589204676161
"223"	21.89444444	0.166666666666667	5.97473456298889	0.0815908045255871
"224"	11.675	0.0416666666666667	-4.24470987701111	-0.0434091954744129
"225"	15.63055556	0.0579710144927535	-0.289154317011112	-0.027104847648326
"226"	14.44166667	-0.333333333333333	-1.47804320701111	-0.418409195474413
"227"	14.24444444	-0.0416666666666666	-1.67526543701111	-0.126742528807746
"228"	10.86388889	-0.3	-5.05582098701111	-0.385075862141079
"229"	13.05833333	-0.166666666666667	-2.86137654701111	-0.251742528807746
